t,T
4939200,6.6867002
4942800,6.5882141
4946400,6.494201
4950000,6.698017
4953600,7.6222826
4957200,8.6359626
4960800,9.8488742
4964400,10.8025624
4968000,11.4474504
4971600,11.9251775
4975200,12.2444182
4978800,12.2125532
4982400,11.7450143
4986000,10.6204719
4989600,9.7824542
4993200,9.1177622
4996800,8.8361613
5000400,8.3676446
5004000,7.8738751
5007600,7.5105869
5011200,7.3127075
5014800,6.9608213
5018400,6.3891335
5022000,5.7597746
5025600,5.3391307
5029200,4.9792721
5032800,4.6811425
5036400,4.6240231
5040000,4.7729777
5043600,5.1645679
5047200,5.5618833
5050800,6.0731279
5054400,6.3915082
5058000,6.593416
5061600,6.4723011
5065200,6.0660828
5068800,5.5230149
5072400,4.9263996
5076000,4.597791
5079600,4.258938
5083200,4.038002
5086800,3.832458
5090400,3.5981361
5094000,3.3617353
5097600,3.1874843
5101200,3.021967
5104800,2.8761244
5108400,2.7836592
5112000,2.77028
5115600,2.7884777
5119200,2.8745811
5122800,3.1432031
5126400,3.6506154
5130000,4.3995855
5133600,5.0865508
5137200,5.6543682
5140800,6.1214359
5144400,6.4444092
5148000,6.5548075
5151600,6.4797129
5155200,6.1678359
5158800,5.4959269
5162400,4.9096336
5166000,4.5781498
5169600,4.4247539
5173200,4.4218686
5176800,4.5282041
5180400,4.6550008
5184000,4.8512765
5187600,5.0402756
5191200,5.1976321
5194800,5.4013466
5198400,5.4869323
5202000,5.3970459
5205600,5.3074435
5209200,5.1924899
5212800,5.3875423
5216400,5.5370065
5220000,6.0393225
5223600,6.4274332
5227200,6.7705649
5230800,7.1044797
5234400,7.1809287
5238000,7.1001123
5241600,6.8618997
5245200,6.3389894
5248800,5.829033
5252400,5.3714136
5256000,4.9463807
5259600,4.568667
5263200,4.2257234
5266800,3.8451632
5270400,3.3847844
5274000,2.9776219
5277600,2.4979025
5281200,2.2288091
5284800,1.8979996
5288400,1.6081379
5292000,1.4997347
5295600,1.9839125
5299200,3.5922995
5302800,5.4135552
5306400,7.0877563
5310000,8.3538078
5313600,9.2730825
5317200,9.8384364
5320800,10.0989954
5324400,10.0155753
5328000,9.5289243
5331600,8.5392904
5335200,7.8015813
5338800,7.3717083
5342400,6.9547043
5346000,6.6267203
5349600,6.3059746
5353200,6.0201202
5356800,5.8418539
5360400,5.6087651
5364000,5.3170688
5367600,5.1384729
5371200,4.8365661
5374800,4.5056694
5378400,4.2666996
5382000,4.9013899
5385600,6.9362828
5389200,9.0955939
5392800,11.0182111
5396400,12.5973342
5400000,13.7576607
5403600,14.5258146
5407200,14.7064096
5410800,14.3517691
5414400,13.4094276
5418000,11.907822
5421600,10.5584888
5425200,9.6181509
5428800,8.9926637
5432400,8.3762729
5436000,7.915642
5439600,7.5351316
5443200,7.2406571
5446800,7.0974944
5450400,6.8355541
5454000,6.6268178
5457600,6.3569444
5461200,6.2136847
5464800,6.0441753
5468400,6.1561469
5472000,6.5284133
5475600,7.0702088
5479200,7.7250881
5482800,8.3479928
5486400,8.8557807
5490000,9.2368622
5493600,9.4430044
5497200,9.1708791
5500800,8.545742
5504400,7.4308511
5508000,6.4370363
5511600,5.8296397
5515200,5.4043523
5518800,5.1074865
5522400,4.8868445
5526000,4.7319575
5529600,4.5315106
5533200,4.3134756
5536800,4.1521855
5540400,3.9943688
5544000,3.8840948
5547600,3.7740681
5551200,3.6885185
5554800,3.9196956
5558400,4.4449181
5562000,5.0946767
5565600,5.7357926
5569200,6.2647917
5572800,6.5704251
5576400,6.7322496
5580000,6.6377007
5583600,6.4159546
5587200,6.0051494
5590800,5.3691144
5594400,4.7369857
5598000,4.442662
5601600,4.2227135
5605200,4.0515415
5608800,3.9091701
5612400,3.7599331
5616000,3.6335325
5619600,3.5038672
5623200,3.3899972
5626800,3.2406063
5630400,3.067806
5634000,2.9177247
5637600,2.8089538
5641200,2.8163328
5644800,2.9482577
5648400,3.2237911
5652000,3.594032
5655600,3.98628
5659200,4.2555293
5662800,4.532871
5666400,4.5961748
5670000,4.4882012
5673600,4.3048897
5677200,3.8841816
5680800,3.3780356
5684400,3.1306446
5688000,2.8619123
5691600,2.7137616
5695200,2.6367209
5698800,2.5368074
5702400,2.3618815
5706000,2.1941828
5709600,2.0460096
5713200,1.9567158
5716800,1.9565613
5720400,1.9336538
5724000,2.0057634
5727600,2.5229532
5731200,3.4254644
5734800,4.36877
5738400,5.3479547
5742000,6.0800551
5745600,6.5427321
5749200,6.7513013
5752800,6.7654432
5756400,6.5416513
5760000,6.2513077
5763600,5.9195212
5767200,5.7607586
5770800,5.7169489
5774400,5.6554303
5778000,5.6816565
5781600,5.797465
5785200,5.8799094
5788800,5.9341464
5792400,5.9456675
5796000,5.901158
5799600,5.8600222
5803200,5.7926534
5806800,5.7120463
5810400,5.6196004
5814000,5.7904535
5817600,6.3912093
5821200,6.9873023
5824800,7.7368919
5828400,8.3949841
5832000,8.9636895
5835600,9.4230169
5839200,9.7567338
5842800,9.7837204
5846400,9.536217
5850000,8.9581927
5853600,8.3269935
5857200,7.9450215
5860800,7.4995598
5864400,7.1454628
5868000,6.8592528
5871600,6.4828366
5875200,6.1000985
5878800,5.7722409
5882400,5.3495395
5886000,5.0102961
5889600,4.6999738
5893200,4.4432897
5896800,4.177792
5900400,4.3902531
5904000,5.1626581
5907600,5.8783722
5911200,6.6055934
5914800,7.3339195
5918400,8.0105716
5922000,8.5128852
5925600,8.8569918
5929200,8.9073571
5932800,8.6030025
5936400,7.5856174
5940000,6.0941817
5943600,5.0413614
5947200,4.2945463
5950800,3.6065522
5954400,2.9804183
5958000,2.5383688
5961600,2.1941461
5965200,1.939193
5968800,1.7103983
5972400,1.5749795
5976000,1.4515804
5979600,1.3047347
5983200,1.2649703
5986800,2.1197521
5990400,3.7113522
5994000,5.4382501
5997600,6.9986651
6001200,8.3459868
6004800,9.2834907
6008400,9.8202673
6012000,10.1681153
6015600,10.0668894
6019200,9.5676251
6022800,8.2895341
6026400,6.5995938
6030000,5.5783784
6033600,4.6903314
6037200,4.0118036
6040800,3.4882777
6044400,2.9591847
6048000,2.4785686
6051600,1.9774628
6055200,1.5189887
6058800,1.0896198
6062400,0.7756262
6066000,0.5664783
6069600,0.5195698
6073200,1.6356568
6076800,3.2602168
6080400,5.0043219
6084000,6.6187242
6087600,7.8163334
6091200,8.709738
6094800,9.27102
6098400,9.511049
6102000,9.3448057
6105600,8.6956001
6109200,7.4491722
6112800,5.9721314
6116400,4.9393589
6120000,4.1850606
6123600,3.457075
6127200,2.7678449
6130800,2.1328048
6134400,1.6775202
6138000,1.1538537
6141600,0.6682389
6145200,0.3005476
6148800,-0.0955302
6152400,-0.3334855
6156000,-0.4847099
6159600,0.7339294
6163200,2.6575117
6166800,4.6230774
6170400,6.5889295
6174000,8.0144789
6177600,9.120198
6181200,9.8274173
6184800,10.2106526
6188400,10.292305
6192000,9.9051874
6195600,8.9691699
6199200,7.3968301
6202800,6.3380419
6206400,5.6052389
6210000,4.9292154
6213600,4.3406091
6217200,3.9478931
6220800,3.6276585
6224400,3.3114102
6228000,3.0886717
6231600,3.0231799
6235200,2.9614211
6238800,3.0105749
6242400,3.1339564
6246000,3.9462393
6249600,5.3932905
6253200,6.9490104
6256800,8.6282949
6260400,10.0096145
6264000,11.1019718
6267600,11.8656773
6271200,12.2358659
6274800,12.3380733
6278400,12.0412897
6282000,11.0744474
6285600,9.759631
6289200,8.9394197
6292800,8.4264458
6296400,8.0428564
6300000,7.6195823
6303600,7.4392084
6307200,7.2457982
6310800,7.0878331
6314400,6.8398405
6318000,6.6263892
6321600,6.3311778
6325200,6.0987837
6328800,5.8987007
6332400,6.5910638
6336000,7.7557261
6339600,8.8928901
6343200,9.9098546
6346800,10.793202
6350400,11.5007578
6354000,12.0218885
6357600,12.2379057
6361200,12.1991406
6364800,11.7127891
6368400,10.5284587
6372000,8.8655046
6375600,7.6830595
6379200,6.7954016
6382800,6.0932274
6386400,5.3709761
6390000,4.6576915
6393600,4.0246994
6397200,3.4509635
6400800,3.03077
6404400,2.6557587
6408000,2.4661762
6411600,2.2329177
6415200,2.2377453
6418800,3.7671692
6422400,6.2234408
6426000,8.3991922
6429600,10.3816906
6433200,11.8549389
6436800,12.9972844
6440400,13.8949762
6444000,14.5484059
6447600,14.7726683
6451200,14.5021308
6454800,13.1823825
6458400,10.6720352
6462000,9.085673
6465600,8.1492871
6469200,7.4993777
6472800,6.8647097
6476400,6.4006401
6480000,6.0892654
6483600,6.0121718
6487200,5.7606003
6490800,5.6390902
6494400,5.5341204
6498000,5.5357415
6501600,5.694097
6505200,6.8257508
6508800,8.2893825
6512400,9.5695724
6516000,10.5250642
6519600,11.007902
6523200,11.280174
6526800,11.337036
6530400,11.1400322
6534000,10.6253347
6537600,9.9490439
6541200,9.0735191
6544800,8.3269277
6548400,7.8225272
6552000,7.4859756
6555600,7.1578776
6559200,6.9258725
6562800,6.6636557
6566400,6.3922269
6570000,6.0094317
6573600,5.6180387
6577200,5.417769
6580800,5.4739566
6584400,5.6619935
6588000,5.9317125
6591600,6.2563593
6595200,6.6226021
6598800,7.0608245
6602400,7.5685798
6606000,7.9617293
6609600,8.2512895
6613200,8.4353448
6616800,8.531952
6620400,8.3889533
6624000,8.1218027
6627600,7.7563167
6631200,7.3833599
6634800,7.093282
6638400,6.7833721
6642000,6.4410173
6645600,6.040356
6649200,5.7827549
6652800,5.6177746
6656400,5.3642054
6660000,5.2308119
6663600,5.2488044
6667200,5.265802
6670800,5.3542564
6674400,5.6493216
6678000,6.2264779
6681600,6.9029218
6685200,7.5411064
6688800,8.1676348
6692400,8.6840874
6696000,9.1063651
6699600,9.6025733
6703200,9.9399031
6706800,10.1302669
6710400,10.2202083
6714000,10.1690493
6717600,10.0222342
6721200,9.9756696
6724800,9.9602161
6728400,9.9339983
6732000,9.8570113
6735600,9.7145256
6739200,9.5505761
6742800,9.4050178
6746400,9.2654397
6750000,9.1417283
6753600,9.0131529
6757200,8.8912717
6760800,8.8472454
6764400,9.0228816
6768000,9.3794889
6771600,9.8963263
6775200,10.4320879
6778800,10.8730821
6782400,11.3030168
6786000,11.6190233
6789600,11.8596882
6793200,11.9114492
6796800,11.7329129
6800400,11.2936454
6804000,10.6990921
6807600,10.326096
6811200,10.0895353
6814800,9.8212806
6818400,9.5829917
6822000,9.4172105
6825600,9.1933544
6829200,9.0074886
6832800,8.6906216
6836400,8.3178952
6840000,8.0932083
6843600,7.8647696
6847200,7.7477074
6850800,8.1655933
6854400,8.75216
6858000,9.3810065
6861600,9.902974
6865200,10.216244
6868800,10.3087287
6872400,10.0653639
6876000,9.9413539
6879600,9.4202949
6883200,8.9418969
6886800,8.1644374
6890400,7.3167915
6894000,6.5680492
6897600,5.9000927
6901200,5.3284057
6904800,4.6965022
6908400,4.1807806
6912000,3.7012785
6915600,3.3414507
6919200,2.8554191
6922800,2.4723618
6926400,2.1761996
6930000,1.9553214
6933600,1.9423063
6937200,3.0075945
6940800,4.6007374
6944400,6.0232369
6948000,7.1457156
6951600,7.8737981
6955200,8.345131
6958800,8.6569622
6962400,8.8218091
6966000,8.7748539
6969600,8.5236129
6973200,7.9822836
6976800,7.1862425
6980400,6.5459008
6984000,6.0991252
6987600,5.7681699
6991200,5.4109261
6994800,5.1695904
6998400,5.0678621
7002000,4.8824868
7005600,4.7619702
7009200,4.6239888
7012800,4.5312901
7016400,4.5259131
7020000,4.6266681
7023600,5.2756645
7027200,6.2173869
7030800,7.1314056
7034400,8.0286893
7038000,8.8415512
7041600,9.4973284
7045200,9.9843215
7048800,10.2462267
7052400,10.2410788
7056000,9.9070089
7059600,9.242491
7063200,8.3191628
7066800,7.5949026
7070400,7.1040054
7074000,6.60749
7077600,6.0888341
7081200,5.6158571
7084800,5.1166138
7088400,4.6585548
7092000,4.2469056
7095600,3.842964
7099200,3.6013618
7102800,3.3245611
7106400,3.40859
7110000,4.5774529
7113600,6.001
7117200,7.2985369
7120800,8.5093327
7124400,9.4033514
7128000,10.2474221
7131600,10.7843357
7135200,11.1800489
7138800,11.3314912
7142400,11.031366
7146000,10.122332
7149600,8.4988596
7153200,7.1250862
7156800,6.2650633
7160400,5.5087705
7164000,4.8890685
7167600,4.2450078
7171200,3.7559864
7174800,3.3783952
7178400,2.9350408
7182000,2.506583
7185600,2.195136
7189200,1.9057281
7192800,2.0775896
7196400,3.6210094
7200000,5.874735
7203600,7.7965462
7207200,9.407064
7210800,10.5680578
7214400,11.4749504
7218000,12.1613122
7221600,12.5427894
7225200,12.5499371
7228800,12.1233325
7232400,11.1051153
7236000,9.474374
7239600,8.181355
7243200,7.325095
7246800,6.6042042
7250400,5.8702654
7254000,5.212074
7257600,4.5246745
7261200,3.9299679
7264800,3.4748291
7268400,3.0318346
7272000,2.6879608
7275600,2.3477711
7279200,2.5154345
7282800,4.2339762
7286400,6.0420239
7290000,7.5673151
7293600,8.9717669
7297200,10.1544957
7300800,11.0704771
7304400,11.8034388
7308000,12.2606369
7311600,12.3363723
7315200,12.0357593
7318800,11.1018045
7322400,9.0229085
7326000,7.3553431
7329600,6.2039093
7333200,5.2442338
7336800,4.4387063
7340400,3.8459633
7344000,3.2237144
7347600,2.5606694
7351200,2.0867783
7354800,1.683267
7358400,1.3563021
7362000,1.1119262
7365600,1.8643426
7369200,4.6319334
7372800,7.5144721
7376400,9.8804433
7380000,11.839828
7383600,13.3403748
7387200,14.5678467
7390800,15.4686989
7394400,16.1745489
7398000,16.4120492
7401600,16.2075901
7405200,15.1225183
7408800,12.2580234
7412400,10.1098926
7416000,8.6194155
7419600,7.5459567
7423200,6.5140128
7426800,5.6899
7430400,5.1059234
7434000,4.4378964
7437600,3.8321295
7441200,3.3969618
7444800,2.8657349
7448400,2.6149946
7452000,3.5555917
7455600,6.9506612
7459200,10.1774499
7462800,12.8005351
7466400,15.1781815
7470000,16.8188819
7473600,17.9360759
7477200,18.5808316
7480800,18.9327959
7484400,18.8950403
7488000,18.4223393
7491600,17.2052029
7495200,14.6773375
7498800,12.7135708
7502400,11.4885372
7506000,10.6042116
7509600,9.9487071
7513200,9.5014272
7516800,9.1755071
7520400,8.8135615
7524000,8.5387682
7527600,8.3730198
7531200,8.1589495
7534800,8.15079
7538400,8.6030192
7542000,10.0579793
7545600,11.5064095
7549200,12.5745509
7552800,13.443617
7556400,13.9931594
7560000,14.2916006
7563600,14.4438562
7567200,14.4672718
7570800,14.3476149
7574400,14.0229993
7578000,13.5242008
7581600,12.5880915
7585200,11.8520359
7588800,11.288594
7592400,10.8572741
7596000,10.5342115
7599600,10.2452051
7603200,9.9840616
7606800,9.7390253
7610400,9.5387649
7614000,9.3888905
7617600,9.2963246
7621200,9.0782886
7624800,9.3388923
7628400,10.582552
7632000,12.1225331
7635600,13.6049625
7639200,15.0444031
7642800,16.2828975
7646400,17.2621612
7650000,18.0371609
7653600,18.4763896
7657200,18.6724852
7660800,18.4899558
7664400,17.6064368
7668000,15.6797637
7671600,14.0113999
7675200,12.9483163
7678800,12.1704955
7682400,11.5183617
7686000,10.9841978
7689600,10.3579606
7693200,9.8647595
7696800,9.4267662
7700400,9.0510333
7704000,8.749434
7707600,8.4911424
7711200,9.1627574
7714800,11.6035501
7718400,14.0430846
7722000,16.3435216
7725600,18.3137081
7729200,19.6426785
7732800,20.6280004
7736400,21.2815362
7740000,21.5813718
7743600,21.4782012
7747200,20.9540835
7750800,19.69429
7754400,17.5716513
7758000,15.6430756
7761600,14.2297579
7765200,13.2726337
7768800,12.2764979
7772400,11.6128027
7776000,10.7655316
7779600,10.01839
7783200,9.4019037
7786800,8.8031274
7790400,8.3655313
7794000,7.9897005
7797600,8.5993384
7801200,10.8383249
7804800,13.0184875
7808400,14.9236227
7812000,16.5018385
7815600,17.670412
7819200,18.4540726
7822800,18.8154432
7826400,18.9480079
7830000,18.6311323
7833600,17.8478319
7837200,16.4972212
7840800,14.8776017
7844400,13.530926
7848000,12.6732701
7851600,11.8757162
7855200,11.1713624
7858800,10.6755921
7862400,10.110964
7866000,9.6017208
7869600,9.2323423
7873200,8.9163546
7876800,8.6914944
7880400,8.4358998
7884000,8.6306442
7887600,9.6146465
7891200,10.8580304
7894800,12.0775667
7898400,13.3565058
7902000,14.2742714
7905600,15.0369667
7909200,15.5955598
7912800,15.889044
7916400,15.8766896
7920000,15.4365385
7923600,14.626413
7927200,13.1127572
7930800,11.6374128
7934400,10.6709482
7938000,10.0093609
7941600,9.425536
7945200,8.9563931
7948800,8.4998902
7952400,8.0025059
7956000,7.5770862
7959600,7.3010872
7963200,7.1223622
7966800,6.9048149
7970400,7.1612801
7974000,8.222449
7977600,9.2758573
7981200,10.1835156
7984800,10.9765435
7988400,11.6275295
7992000,12.2198776
7995600,12.6799995
7999200,12.9145996
8002800,12.8390482
8006400,12.5148487
8010000,11.8660741
8013600,10.5946966
8017200,9.4444568
8020800,8.6394315
8024400,7.977367
8028000,7.223051
8031600,6.6092716
8035200,5.9942231
8038800,5.5809579
8042400,5.1647744
8046000,4.8437302
8049600,4.637391
8053200,4.496437
8056800,5.1028207
8060400,6.7816712
8064000,8.3784495
8067600,9.6262604
8071200,10.5927386
8074800,11.2568096
8078400,11.8327534
8082000,12.1799302
8085600,12.3653871
8089200,12.2482404
8092800,11.9310925
8096400,11.3610408
8100000,10.1526932
8103600,8.9074755
8107200,8.0946602
8110800,7.4049282
8114400,6.6488303
8118000,6.0323102
8121600,5.6246854
8125200,5.388149
8128800,5.0970571
8132400,4.7781637
8136000,4.4933772
8139600,4.2664791
8143200,5.0593369
8146800,6.8403475
8150400,8.4180311
8154000,9.7661297
8157600,10.7698512
8161200,11.3337453
8164800,11.690985
8168400,11.8616918
8172000,11.7940984
8175600,11.5424087
8179200,11.016938
8182800,10.3177711
8186400,9.5017652
8190000,8.738131
8193600,8.1449406
8197200,7.6542816
8200800,7.1501672
8204400,6.6706973
8208000,6.2306761
8211600,5.7878018
8215200,5.4368638
8218800,5.1042655
8222400,4.8072466
8226000,4.5403001
8229600,4.8316948
8233200,5.6751511
8236800,6.5024373
8240400,7.2922824
8244000,8.0690691
8247600,8.7427229
8251200,9.3588938
8254800,9.7888903
8258400,10.0817274
8262000,10.1089143
8265600,9.8124674
8269200,9.2865592
8272800,8.3952716
8276400,7.5123198
8280000,6.9144426
8283600,6.5652492
8287200,6.1909602
8290800,5.8716265
8294400,5.5815004
8298000,5.2847791
8301600,5.1629227
8305200,5.0721663
8308800,5.0673816
8312400,5.0585535
8316000,5.4561412
8319600,6.3272919
8323200,7.3028498
8326800,8.1912632
8330400,9.1539771
8334000,10.0016564
8337600,10.7263957
8341200,11.2194215
8344800,11.6361841
8348400,11.7698191
8352000,11.6973077
8355600,11.3254398
8359200,10.6980595
8362800,10.0496098
8366400,9.5290664
8370000,9.0513884
8373600,8.5745503
8377200,8.2159853
8380800,7.8816285
8384400,7.5989846
8388000,7.3918489
8391600,7.2265859
8395200,7.1293913
8398800,7.0388281
8402400,7.3894492
8406000,8.3590265
8409600,9.4619647
8413200,10.5957265
8416800,11.5215495
8420400,12.3195293
8424000,12.9656799
8427600,13.579146
8431200,13.9706297
8434800,14.1821338
8438400,14.1196035
8442000,13.5456141
8445600,12.2087721
8449200,10.5279487
8452800,9.2740002
8456400,8.3864763
8460000,7.5002536
8463600,6.7973042
8467200,6.2347206
8470800,5.7408941
8474400,5.2430633
8478000,4.8981595
8481600,4.5055587
8485200,4.2229292
8488800,5.3538477
8492400,8.2825493
8496000,11.0510232
8499600,13.3224669
8503200,15.0562733
8506800,16.3824201
8510400,17.5051154
8514000,18.4272924
8517600,19.1129215
8521200,19.4853301
8524800,19.4562857
8528400,18.7087589
8532000,16.2963306
8535600,13.5030164
8539200,11.902907
8542800,10.9713035
8546400,10.1643029
8550000,9.6286335
8553600,9.2485159
8557200,8.866783
8560800,8.5123902
8564400,8.3525645
8568000,8.0677793
8571600,8.1096466
8575200,9.6148335
8578800,11.7720258
8582400,13.6636121
8586000,15.0176583
8589600,15.8430276
8593200,16.2119534
8596800,16.1590003
8600400,15.9534415
8604000,15.5502048
8607600,15.0128996
8611200,14.05721
8614800,12.9700524
8618400,11.6596544
8622000,10.3933206
8625600,9.4995668
8629200,8.7057363
8632800,7.7789837
8636400,7.1271689
8640000,6.5411559
8643600,6.0223514
8647200,5.5673253
8650800,5.269462
8654400,4.909989
8658000,4.7241956
8661600,5.2611201
8665200,6.1341393
8668800,7.0629771
8672400,7.9440971
8676000,8.8666361
8679600,9.5215945
8683200,10.0731134
8686800,10.5588179
8690400,10.8664397
8694000,10.991455
8697600,10.8425284
8701200,10.4261384
8704800,9.5635504
8708400,8.5521991
8712000,7.7336073
8715600,7.1987396
8719200,6.6696285
8722800,6.3748403
8726400,6.2496267
8730000,6.0485554
8733600,5.9084222
8737200,5.78932
8740800,5.7154808
8744400,5.7475686
8748000,6.3502189
8751600,7.4521463
8755200,8.749596
8758800,10.0225915
8762400,11.1245004
8766000,11.9534405
8769600,12.5650624
8773200,12.938033
8776800,12.9879314
8780400,12.8284861
8784000,12.4335228
8787600,11.8027681
8791200,11.0815664
8794800,10.5638203
8798400,10.1343216
8802000,9.8122901
8805600,9.5183112
8809200,9.1658871
8812800,8.7887884
8816400,8.4037536
8820000,8.0711676
8823600,7.7499821
8827200,7.5343648
8830800,7.4384442
8834400,7.66973
8838000,8.1741779
8841600,8.7318149
8845200,9.3136795
8848800,9.9284182
8852400,10.259667
8856000,10.6868911
8859600,10.8485875
8863200,11.0821781
8866800,11.0983463
8870400,10.8581779
8874000,10.3447262
8877600,9.5612981
8881200,8.6131505
8884800,7.8430491
8888400,7.2478339
8892000,6.5881434
8895600,5.9843691
8899200,5.4476847
8902800,5.0402231
8906400,4.6480121
8910000,4.491385
8913600,4.275476
8917200,4.3181061
8920800,5.2178964
8924400,6.7253655
8928000,7.9977329
8931600,9.0538987
8935200,10.033371
8938800,10.6222086
8942400,11.1051745
8946000,11.3643043
8949600,11.4110655
8953200,11.309308
8956800,11.0248932
8960400,10.6403398
8964000,9.8724846
8967600,9.0993679
8971200,8.5863012
8974800,8.2260407
8978400,7.9181309
8982000,7.6938525
8985600,7.4269374
8989200,7.2772014
8992800,7.1629794
8996400,6.9788161
9000000,6.8889828
9003600,6.9222281
9007200,7.5208055
9010800,8.3410773
9014400,9.1089376
9018000,9.7359738
9021600,10.3054296
9025200,10.5070214
9028800,10.6584192
9032400,10.5837245
9036000,10.4770661
9039600,10.2735363
9043200,9.880389
9046800,9.3633674
9050400,8.6096018
9054000,7.776753
9057600,7.1177812
9061200,6.6227239
9064800,6.0560869
9068400,5.7542574
9072000,5.4265908
9075600,5.1158458
9079200,4.8600954
9082800,4.6991163
9086400,4.4726057
9090000,4.4244803
9093600,4.9593536
9097200,5.7394967
9100800,6.480087
9104400,7.1097002
9108000,7.6658982
9111600,7.9432557
9115200,8.1739222
9118800,8.038991
9122400,8.0717932
9126000,7.8645648
9129600,7.4211946
9133200,6.9212251
9136800,6.1323812
9140400,5.3643366
9144000,4.9511682
9147600,4.7067767
9151200,4.4453076
9154800,4.2222215
9158400,4.0967387
9162000,3.8983154
9165600,3.7066475
9169200,3.5802213
9172800,3.4563838
9176400,3.3528465
9180000,3.8293145
9183600,4.5162974
9187200,5.1128077
9190800,5.7238311
9194400,6.2221296
9198000,6.4485224
9201600,6.7971484
9205200,7.0631824
9208800,7.1113865
9212400,6.9502873
9216000,6.4836432
9219600,6.0947661
9223200,5.1356994
9226800,4.1300845
9230400,3.6054693
9234000,3.215363
9237600,2.9053767
9241200,2.6287342
9244800,2.3238531
9248400,2.1018552
9252000,1.9263957
9255600,1.7602763
9259200,1.6034838
9262800,1.6118378
9266400,1.9356664
9270000,2.4666906
9273600,3.1593765
9277200,3.7566265
9280800,4.2698711
9284400,4.7267169
9288000,5.0765727
9291600,5.3631913
9295200,5.3280201
9298800,5.3374216
9302400,5.0350106
9306000,4.4635348
9309600,3.77417
9313200,2.9384298
9316800,2.3492253
9320400,1.8863153
9324000,1.4762752
9327600,1.0546041
9331200,0.6356019
9334800,0.2105286
9338400,-0.0933188
9342000,-0.3069175
9345600,-0.5404423
9349200,-0.5117947
9352800,0.4529336
9356400,1.6837072
9360000,2.6642169
9363600,3.2783771
9367200,3.8787013
9370800,4.2295834
9374400,4.5035085
9378000,4.8435198
9381600,4.9708954
9385200,4.9966105
9388800,4.8831977
9392400,4.5123868
9396000,3.717813
9399600,2.6363801
9403200,1.6496063
9406800,0.8548577
9410400,-0.0592364
9414000,-0.6092213
9417600,-1.1209063
9421200,-1.6001057
9424800,-2.0467504
9428400,-2.3775608
9432000,-2.6102017
9435600,-2.341821
9439200,-0.4512816
9442800,1.7919737
9446400,3.597743
9450000,4.5507201
9453600,5.438419
9457200,6.1465096
9460800,6.8908893
9464400,7.5211639
9468000,8.0160747
9471600,8.2414222
9475200,8.2550233
9478800,7.9640855
9482400,6.9840622
9486000,5.570703
9489600,4.6061932
9493200,3.9887776
9496800,3.5894082
9500400,3.3023222
9504000,3.0968081
9507600,2.9307371
9511200,2.8253015
9514800,2.79317
9518400,2.7979253
9522000,3.0238855
9525600,4.1426327
9529200,5.6337175
9532800,7.2440646
9536400,8.6883705
9540000,10.0232708
9543600,10.9852313
9547200,11.7476028
9550800,12.1320967
9554400,12.4149392
9558000,12.3272382
9561600,12.0124199
9565200,11.5427835
9568800,10.7864956
9572400,9.9093346
9576000,9.3809886
9579600,8.9277464
9583200,8.4344134
9586800,7.9959698
9590400,7.435085
9594000,6.9781395
9597600,6.574471
9601200,6.1091347
9604800,5.7898921
9608400,5.6561465
9612000,6.026195
9615600,6.5218061
9619200,6.9918352
9622800,7.4224669
9626400,7.9350067
9630000,8.3222606
9633600,8.5883442
9637200,8.7514285
9640800,8.6830683
9644400,8.5410994
9648000,8.2585276
9651600,7.6872323
9655200,7.0567413
9658800,6.348008
9662400,5.7758622
9666000,5.3184532
9669600,4.807901
9673200,4.36939
9676800,3.9633856
9680400,3.6519781
9684000,3.3598981
9687600,3.1109572
9691200,2.9598096
9694800,3.0038162
9698400,3.7288505
9702000,4.5971155
9705600,5.4777098
9709200,6.0409612
9712800,6.4546118
9716400,7.1394764
9720000,7.4306611
9723600,7.9100887
9727200,8.0317019
9730800,8.1274837
9734400,8.0590538
9738000,7.6863224
9741600,6.9091017
9745200,5.7804953
9748800,4.6675936
9752400,3.7701685
9756000,2.8978894
9759600,2.3433605
9763200,1.8422183
9766800,1.4795002
9770400,1.1033152
9774000,0.8437009
9777600,0.6367107
9781200,1.1266521
9784800,3.1918073
9788400,5.4036987
9792000,7.3852217
9795600,8.963482
9799200,10.2772915
9802800,11.4123308
9806400,12.2298459
9810000,12.8460787
9813600,13.2638689
9817200,13.381879
9820800,13.16051
9824400,12.5869696
9828000,11.3644066
9831600,9.9059256
9835200,8.8599824
9838800,8.0868729
9842400,7.3617684
9846000,6.9110896
9849600,6.4217145
9853200,5.8667949
9856800,5.5799399
9860400,5.2418669
9864000,5.107535
9867600,5.2542006
9871200,6.00313
9874800,6.8236898
9878400,7.3193
9882000,7.6785965
9885600,8.0479708
9889200,8.3437857
9892800,8.5505436
9896400,8.6056137
9900000,8.4991881
9903600,8.2991932
9907200,7.9115957
9910800,7.4219262
9914400,6.5424094
9918000,5.4055259
9921600,4.5443667
9925200,4.0225175
9928800,3.5248849
9932400,3.0413666
9936000,2.5854495
9939600,2.1050097
9943200,1.6788255
9946800,1.4703504
9950400,1.2262622
9954000,1.3284382
9957600,2.4399286
9961200,3.8612869
9964800,5.0550181
9968400,5.7300758
9972000,6.4877082
9975600,6.9034065
9979200,7.3760116
9982800,7.6483033
9986400,7.8403362
9990000,7.8473752
9993600,7.7039109
9997200,7.2703815
10000800,6.537372
10004400,5.3108288
10008000,4.3623874
10011600,3.7359616
10015200,2.7963689
